ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,PE,E_total
382,3.83e-05,262.675,330692,3.30692e+07,-1.96772e-18,4.763e-18,2.3117e-14,3.41927e-10,1.16571e-08,1.1999e-08
383,3.84e-05,263.195,330646,3.30646e+07,-2.09247e-18,5.11073e-18,2.3113e-14,3.41861e-10,1.16571e-08,1.19989e-08
384,3.85e-05,263.573,330707,3.30707e+07,-2.83465e-18,4.95097e-18,2.31189e-14,3.41968e-10,1.16571e-08,1.1999e-08
385,3.86e-05,264.028,330689,3.30689e+07,-2.90628e-18,5.04213e-18,2.31176e-14,3.41948e-10,1.16571e-08,1.1999e-08
386,3.87e-05,264.626,330704,3.30704e+07,-2.63694e-18,5.06123e-18,2.3119e-14,3.41977e-10,1.16571e-08,1.19991e-08
387,3.88e-05,265.101,330654,3.30654e+07,-2.09531e-18,4.7249e-18,2.31146e-14,3.41903e-10,1.16571e-08,1.1999e-08
388,3.89e-05,265.442,330605,3.30605e+07,-2.53545e-18,4.64586e-18,2.31103e-14,3.41828e-10,1.16571e-08,1.19989e-08
389,3.9e-05,266.069,330588,3.30588e+07,-2.73468e-18,4.69475e-18,2.31089e-14,3.41808e-10,1.16571e-08,1.19989e-08
390,3.91e-05,266.715,330573,3.30573e+07,-1.84004e-18,3.94058e-18,2.31077e-14,3.41787e-10,1.16571e-08,1.19989e-08
391,3.92e-05,267.331,330608,3.30608e+07,-2.03927e-18,3.58629e-18,2.31109e-14,3.41846e-10,1.16571e-08,1.19989e-08
392,3.93e-05,267.95,330625,3.30625e+07,-1.56264e-18,3.03326e-18,2.31127e-14,3.41883e-10,1.16571e-08,1.1999e-08
393,3.94e-05,268.345,330616,3.30616e+07,-2.2387e-18,2.40654e-18,2.31119e-14,3.41868e-10,1.16571e-08,1.1999e-08
394,3.95e-05,268.558,330608,3.30608e+07,-1.70498e-18,1.11725e-18,2.3111e-14,3.41856e-10,1.16571e-08,1.19989e-08
395,3.96e-05,268.991,330603,3.30603e+07,-1.64691e-18,6.43838e-19,2.31104e-14,3.41846e-10,1.16571e-08,1.19989e-08
396,3.97e-05,269.433,330612,3.30612e+07,-1.84318e-18,6.67013e-19,2.31113e-14,3.41861e-10,1.16571e-08,1.19989e-08
397,3.98e-05,269.852,330575,3.30575e+07,-1.87781e-18,1.71623e-19,2.3108e-14,3.41806e-10,1.16571e-08,1.19989e-08
398,3.99e-05,270.273,330587,3.30587e+07,-1.51906e-18,-4.44288e-19,2.31088e-14,3.41819e-10,1.16571e-08,1.19989e-08
399,4e-05,270.682,330642,3.30642e+07,-1.01122e-18,-3.70784e-19,2.31137e-14,3.41903e-10,1.16571e-08,1.1999e-08
400,4.01e-05,271.244,330563,3.30563e+07,-2.31434e-18,-1.46909e-19,2.31066e-14,3.41782e-10,1.16571e-08,1.19989e-08
